id,file_name,is_malicious
337,201704_337,1
338,201704_338,0
339,201704_339,1
340,201704_340,1
341,201704_341,0
342,201704_342,1
343,201704_343,0
344,201704_344,1
345,201704_345,1
346,201704_346,1
347,201704_347,0
348,201704_348,0
349,201704_349,0
350,201704_350,0
351,201704_351,1
352,201704_352,0
353,201704_353,1
354,201704_354,1
355,201704_355,1
356,201704_356,0
357,201704_357,0
358,201704_358,1
359,201704_359,1
360,201704_360,0
361,201704_361,0
362,201704_362,1
363,201704_363,1
364,201704_364,1
365,201704_365,1
366,201704_366,1
367,201704_367,0
368,201704_368,1
369,201704_369,1
370,201704_370,1
371,201704_371,0
372,201704_372,1
373,201704_373,1
374,201704_374,0
375,201704_375,1
376,201704_376,1
377,201704_377,1
378,201704_378,0
379,201704_379,1
380,201704_380,1
381,201704_381,0
382,201704_382,0
383,201704_383,0
384,201704_384,1
385,201704_385,1
386,201704_386,0
387,201704_387,0
388,201704_388,1
389,201704_389,0
390,201704_390,1
391,201704_391,1
392,201704_392,1
393,201704_393,1
394,201704_394,1
395,201704_395,1
396,201704_396,0
397,201704_397,1
398,201704_398,0
399,201704_399,0
400,201704_400,0
401,201704_401,1
402,201704_402,1
403,201704_403,1
404,201704_404,1
405,201704_405,1
406,201704_406,0
407,201704_407,0
408,201704_408,0
409,201704_409,1
410,201704_410,1
411,201704_411,0
412,201704_412,1
413,201704_413,1
414,201704_414,1
415,201704_415,1
416,201704_416,1
417,201704_417,1
418,201704_418,0
419,201704_419,0
420,201704_420,1
421,201704_421,1
422,201704_422,0
423,201704_423,1
424,201704_424,1
425,201704_425,1
426,201704_426,1
427,201704_427,1
428,201704_428,0
429,201704_429,0
430,201704_430,1
431,201704_431,0
432,201704_432,1
433,201704_433,1
434,201704_434,1
435,201704_435,1
436,201704_436,1
437,201704_437,0
438,201704_438,1
439,201704_439,1
440,201704_440,1
441,201704_441,0
442,201704_442,1
443,201704_443,1
444,201704_444,1
445,201704_445,1
446,201704_446,1
447,201704_447,0
448,201704_448,0
449,201704_449,1
450,201704_450,1
451,201704_451,1
452,201704_452,1
453,201704_453,1
454,201704_454,1
455,201704_455,1
456,201704_456,1
457,201704_457,0
458,201704_458,0
459,201704_459,0
460,201704_460,1
461,201704_461,1
462,201704_462,0
463,201704_463,1
464,201704_464,0
465,201704_465,1
466,201704_466,1
467,201704_467,0
468,201704_468,0
469,201704_469,0
470,201704_470,1
471,201704_471,0
472,201704_472,1
473,201704_473,0
474,201704_474,1
475,201704_475,1
476,201704_476,1
477,201704_477,1
478,201704_478,0
479,201704_479,0
480,201704_480,0
481,201704_481,1
482,201704_482,0
483,201704_483,1
484,201704_484,0
485,201704_485,1
486,201704_486,0
487,201704_487,0
488,201704_488,1
489,201704_489,1
490,201704_490,1
491,201704_491,0
492,201704_492,1
493,201704_493,1
494,201704_494,1
495,201704_495,1
496,201704_496,1
497,201704_497,0
498,201704_498,1
499,201704_499,1
500,201704_500,1
501,201704_501,0
502,201704_502,1
503,201704_503,1
504,201704_504,1
505,201704_505,0
506,201704_506,1
507,201704_507,0
508,201704_508,0
509,201704_509,0
510,201704_510,0
511,201704_511,0
512,201704_512,1
513,201704_513,1
514,201704_514,1
515,201704_515,1
516,201704_516,1
517,201704_517,1
518,201704_518,1
519,201704_519,1
520,201704_520,0
521,201704_521,1
522,201704_522,1
523,201704_523,1
524,201704_524,0
525,201704_525,1
526,201704_526,0
527,201704_527,1
528,201704_528,1
529,201704_529,1
530,201704_530,0
531,201704_531,1
532,201704_532,0
533,201704_533,0
534,201704_534,1
535,201704_535,1
536,201704_536,1
537,201704_537,0
538,201704_538,1
539,201704_539,1
540,201704_540,1
541,201704_541,1
542,201704_542,0
543,201704_543,1
544,201704_544,1
545,201704_545,0
546,201704_546,0
547,201704_547,0
548,201704_548,1
549,201704_549,1
550,201704_550,1
551,201704_551,1
552,201704_552,0
553,201704_553,0
554,201704_554,1
555,201704_555,1
556,201704_556,0
557,201704_557,0
558,201704_558,1
559,201704_559,1
560,201704_560,1
561,201704_561,1
562,201704_562,1
563,201704_563,0
564,201704_564,0
565,201704_565,0
566,201704_566,1
567,201704_567,0
568,201704_568,1
569,201704_569,0
570,201704_570,0
571,201704_571,1
572,201704_572,1
573,201704_573,0
574,201704_574,1
575,201704_575,1
576,201704_576,1
577,201704_577,0
578,201704_578,0
579,201704_579,1
580,201704_580,0
581,201704_581,0
582,201704_582,0
583,201704_583,1
584,201704_584,0
585,201704_585,0
586,201704_586,0
587,201704_587,1
588,201704_588,1
589,201704_589,1
590,201704_590,0
591,201704_591,0
592,201704_592,1
593,201704_593,1
594,201704_594,0
595,201704_595,0
596,201704_596,1
597,201704_597,0
598,201704_598,0
599,201704_599,0
600,201704_600,0
601,201704_601,1
602,201704_602,0
603,201704_603,1
604,201704_604,0
605,201704_605,0
606,201704_606,1
607,201704_607,1
608,201704_608,1
609,201704_609,0
610,201704_610,0
611,201704_611,1
612,201704_612,0
613,201704_613,0
614,201704_614,1
615,201704_615,1
616,201704_616,0
617,201704_617,1
618,201704_618,1
619,201704_619,1
620,201704_620,1
621,201704_621,0
622,201704_622,0
623,201704_623,1
624,201704_624,1
625,201704_625,0
626,201704_626,0
627,201704_627,0
628,201704_628,0
629,201704_629,1
630,201704_630,0
631,201704_631,1
632,201704_632,1
633,201704_633,1
634,201704_634,1
635,201704_635,0
636,201704_636,1
637,201704_637,0
638,201704_638,1
639,201704_639,0
640,201704_640,1
641,201704_641,0
642,201704_642,1
643,201704_643,1
644,201704_644,0
645,201704_645,1
646,201704_646,0
647,201704_647,0
648,201704_648,1
649,201704_649,1
650,201704_650,0
651,201704_651,1
652,201704_652,1
653,201704_653,1
654,201704_654,0
655,201704_655,1
656,201704_656,1
657,201704_657,1
658,201704_658,0
659,201704_659,0
660,201704_660,0
661,201704_661,0
662,201704_662,1
663,201704_663,0
664,201704_664,1
665,201704_665,1
666,201704_666,1
667,201704_667,0
668,201704_668,1
669,201704_669,1
670,201704_670,1
671,201704_671,1
672,201704_672,1
673,201704_673,0
674,201704_674,1
675,201704_675,0
676,201704_676,0
677,201704_677,1
678,201704_678,0
679,201704_679,1
680,201704_680,1
681,201704_681,0
682,201704_682,1
683,201704_683,1
684,201704_684,0
685,201704_685,1
686,201704_686,1
687,201704_687,0
688,201704_688,1
689,201704_689,1
690,201704_690,0
691,201704_691,1
692,201704_692,1
693,201704_693,1
694,201704_694,1
695,201704_695,1
696,201704_696,0
697,201704_697,1
698,201704_698,0
699,201704_699,0
700,201704_700,0
701,201704_701,1
702,201704_702,1
703,201704_703,0
704,201704_704,1
705,201704_705,1
706,201704_706,1
707,201704_707,0
708,201704_708,0
709,201704_709,1
710,201704_710,1
711,201704_711,1
712,201704_712,0
713,201704_713,1
714,201704_714,1
715,201704_715,0
716,201704_716,1
717,201704_717,0
718,201704_718,0
719,201704_719,0
720,201704_720,1
721,201704_721,1
722,201704_722,1
723,201704_723,0
724,201704_724,0
725,201704_725,0
726,201704_726,1
727,201704_727,1
728,201704_728,1
729,201704_729,0
730,201704_730,0
731,201704_731,0
732,201704_732,0
733,201704_733,1
734,201704_734,1
735,201704_735,0
736,201704_736,0
737,201704_737,0
738,201704_738,1
739,201704_739,1
740,201704_740,0
741,201704_741,0
742,201704_742,1
743,201704_743,1
744,201704_744,1
745,201704_745,0
746,201704_746,1
747,201704_747,1
748,201704_748,1
749,201704_749,0
750,201704_750,0
751,201704_751,1
752,201704_752,1
753,201704_753,1
754,201704_754,0
755,201704_755,1
756,201704_756,0
757,201704_757,0
758,201704_758,1
759,201704_759,0
760,201704_760,1
761,201704_761,0
762,201704_762,1
763,201704_763,1
764,201704_764,0
765,201704_765,0
766,201704_766,1
767,201704_767,0
768,201704_768,1
769,201704_769,1
770,201704_770,1
771,201704_771,1
772,201704_772,0
773,201704_773,1
774,201704_774,0
775,201704_775,1
776,201704_776,0
777,201704_777,1
778,201704_778,1
779,201704_779,1
780,201704_780,1
781,201704_781,0
782,201704_782,1
783,201704_783,0
784,201704_784,1
785,201704_785,1
786,201704_786,1
787,201704_787,1
788,201704_788,0
789,201704_789,1
790,201704_790,0
791,201704_791,0
792,201704_792,0
793,201704_793,1
794,201704_794,0
795,201704_795,0
796,201704_796,1
797,201704_797,0
798,201704_798,0
799,201704_799,1
800,201704_800,0
801,201704_801,1
802,201704_802,1
803,201704_803,1
804,201704_804,1
805,201704_805,1
806,201704_806,1
807,201704_807,0
808,201704_808,1
809,201704_809,1
810,201704_810,1
811,201704_811,1
812,201704_812,0
813,201704_813,1
814,201704_814,1
815,201704_815,1
816,201704_816,0
817,201704_817,0
818,201704_818,0
819,201704_819,1
820,201704_820,1
821,201704_821,0
822,201704_822,1
823,201704_823,1
824,201704_824,1
825,201704_825,1
826,201704_826,0
827,201704_827,0
828,201704_828,0
829,201704_829,0
830,201704_830,0
831,201704_831,1
832,201704_832,1
833,201704_833,1
834,201704_834,1
835,201704_835,1
836,201704_836,1
837,201704_837,0
838,201704_838,0
839,201704_839,1
840,201704_840,0
841,201704_841,1
842,201704_842,1
843,201704_843,0
844,201704_844,0
845,201704_845,1
846,201704_846,0
847,201704_847,1
848,201704_848,1
849,201704_849,1
850,201704_850,0
851,201704_851,1
852,201704_852,1
853,201704_853,0
854,201704_854,1
855,201704_855,0
856,201704_856,1
857,201704_857,1
858,201704_858,0
859,201704_859,1
860,201704_860,0
861,201704_861,0
862,201704_862,1
863,201704_863,0
864,201704_864,1
865,201704_865,0
866,201704_866,1
867,201704_867,0
868,201704_868,0
869,201704_869,1
870,201704_870,1
871,201704_871,1
872,201704_872,0
873,201704_873,1
874,201704_874,1
875,201704_875,0
876,201704_876,0
877,201704_877,0
878,201704_878,1
879,201704_879,0
880,201704_880,0
881,201704_881,1
882,201704_882,0
883,201704_883,1
884,201704_884,1
885,201704_885,0
886,201704_886,0
887,201704_887,1
888,201704_888,0
889,201704_889,1
890,201704_890,1
891,201704_891,1
892,201704_892,0
893,201704_893,1
894,201704_894,1
895,201704_895,1
896,201704_896,1
897,201704_897,1
898,201704_898,1
899,201704_899,0
900,201704_900,1
901,201704_901,0
902,201704_902,0
903,201704_903,0
904,201704_904,1
905,201704_905,1
906,201704_906,1
907,201704_907,0
908,201704_908,1
909,201704_909,1
910,201704_910,1
911,201704_911,1
912,201704_912,1
913,201704_913,1
914,201704_914,1
915,201704_915,1
916,201704_916,1
917,201704_917,0
918,201704_918,0
919,201704_919,0
920,201704_920,1
921,201704_921,1
922,201704_922,1
923,201704_923,0
924,201704_924,1
925,201704_925,0
926,201704_926,0
927,201704_927,1
928,201704_928,1
929,201704_929,1
930,201704_930,0
931,201704_931,0
932,201704_932,1
933,201704_933,1
934,201704_934,1
935,201704_935,1
936,201704_936,0
937,201704_937,1
938,201704_938,0
939,201704_939,1
940,201704_940,1
941,201704_941,0
942,201704_942,1
943,201704_943,0
944,201704_944,0
945,201704_945,1
946,201704_946,1
947,201704_947,0
948,201704_948,1
949,201704_949,1
950,201704_950,0
951,201704_951,1
952,201704_952,1
953,201704_953,1
954,201704_954,1
955,201704_955,1
956,201704_956,1
957,201704_957,0
958,201704_958,0
959,201704_959,1
960,201704_960,1
961,201704_961,0
962,201704_962,1
963,201704_963,1
964,201704_964,1
965,201704_965,1
966,201704_966,0
967,201704_967,1
968,201704_968,0
969,201704_969,0
970,201704_970,0
971,201704_971,1
972,201704_972,1
973,201704_973,1
974,201704_974,1
975,201704_975,0
976,201704_976,0
977,201704_977,1
978,201704_978,1
979,201704_979,0
980,201704_980,1
981,201704_981,0
982,201704_982,0
983,201704_983,0
984,201704_984,1
985,201704_985,0
986,201704_986,1
987,201704_987,0
988,201704_988,1
989,201704_989,1
990,201704_990,1
991,201704_991,1
992,201704_992,1
993,201704_993,0
994,201704_994,1
995,201704_995,1
996,201704_996,0
997,201704_997,1
998,201704_998,1
999,201704_999,1
1000,201704_1000,0
1001,201704_1001,0
1002,201704_1002,1
1003,201704_1003,1
1004,201704_1004,0
1005,201704_1005,0
1006,201704_1006,1
1007,201704_1007,1
1008,201704_1008,1
1009,201704_1009,0
1010,201704_1010,1
1011,201704_1011,1
1012,201704_1012,1
1013,201704_1013,0
1014,201704_1014,1
1015,201704_1015,1
1016,201704_1016,0
1017,201704_1017,1
1018,201704_1018,1
1019,201704_1019,1
1020,201704_1020,1
1021,201704_1021,1
1022,201704_1022,0
1023,201704_1023,1
1024,201704_1024,0
1025,201704_1025,1
1026,201704_1026,0
1027,201704_1027,0
1028,201704_1028,0
1029,201704_1029,0
1030,201704_1030,1
1031,201704_1031,0
1032,201704_1032,1
1033,201704_1033,0
1034,201704_1034,1
1035,201704_1035,1
1036,201704_1036,1
1037,201704_1037,0
1038,201704_1038,1
1039,201704_1039,1
1040,201704_1040,0
1041,201704_1041,0
1042,201704_1042,0
1043,201704_1043,0
1044,201704_1044,0
1045,201704_1045,1
1046,201704_1046,1
1047,201704_1047,1
1048,201704_1048,0
1049,201704_1049,1
1050,201704_1050,1
1051,201704_1051,0
1052,201704_1052,0
1053,201704_1053,1
1054,201704_1054,0
1055,201704_1055,1
1056,201704_1056,0
1057,201704_1057,0
1058,201704_1058,1
1059,201704_1059,1
1060,201704_1060,1
1061,201704_1061,1
1062,201704_1062,0
1063,201704_1063,1
1064,201704_1064,1
1065,201704_1065,1
1066,201704_1066,1
1067,201704_1067,1
1068,201704_1068,1
1069,201704_1069,1
1070,201704_1070,1
1071,201704_1071,0
1072,201704_1072,1
1073,201704_1073,1
1074,201704_1074,1
1075,201704_1075,1
1076,201704_1076,0
1077,201704_1077,1
1078,201704_1078,1
1079,201704_1079,1
1080,201704_1080,0
1081,201704_1081,1
1082,201704_1082,1
1083,201704_1083,1
1084,201704_1084,1
1085,201704_1085,1
1086,201704_1086,1
1087,201704_1087,1
1088,201704_1088,0
1089,201704_1089,1
1090,201704_1090,0
1091,201704_1091,1
1092,201704_1092,1
1093,201704_1093,0
1094,201704_1094,0
1095,201704_1095,1
1096,201704_1096,1
1097,201704_1097,1
1098,201704_1098,0
1099,201704_1099,1
1100,201704_1100,1
1101,201704_1101,0
1102,201704_1102,1
1103,201704_1103,1
1104,201704_1104,0
1105,201704_1105,1
1106,201704_1106,0
1107,201704_1107,1
1108,201704_1108,0
1109,201704_1109,0
1110,201704_1110,1
1111,201704_1111,1
1112,201704_1112,0
1113,201704_1113,0
1114,201704_1114,1
1115,201704_1115,0
1116,201704_1116,1
1117,201704_1117,1
1118,201704_1118,1
1119,201704_1119,1
1120,201704_1120,1
1121,201704_1121,1
1122,201704_1122,1
1123,201704_1123,1
1124,201704_1124,1
1125,201704_1125,1
1126,201704_1126,1
1127,201704_1127,0
1128,201704_1128,0
1129,201704_1129,0
1130,201704_1130,0
1131,201704_1131,0
1132,201704_1132,0
1133,201704_1133,1
1134,201704_1134,1
1135,201704_1135,1
1136,201704_1136,1
1137,201704_1137,1
1138,201704_1138,1
1139,201704_1139,0
1140,201704_1140,0
1141,201704_1141,0
1142,201704_1142,1
1143,201704_1143,1
1144,201704_1144,1
1145,201704_1145,1
1146,201704_1146,1
1147,201704_1147,0
1148,201704_1148,1
1149,201704_1149,0
1150,201704_1150,1
1151,201704_1151,1
1152,201704_1152,0
1153,201704_1153,1
1154,201704_1154,1
1155,201704_1155,1
1156,201704_1156,1
1157,201704_1157,0
1158,201704_1158,1
1159,201704_1159,1
1160,201704_1160,0
1161,201704_1161,0
1162,201704_1162,0
1163,201704_1163,0
1164,201704_1164,1
1165,201704_1165,1
1166,201704_1166,1
1167,201704_1167,0
1168,201704_1168,0
1169,201704_1169,1
1170,201704_1170,0
1171,201704_1171,1
1172,201704_1172,1
1173,201704_1173,1
1174,201704_1174,1
1175,201704_1175,0
1176,201704_1176,0
1177,201704_1177,1
1178,201704_1178,1
1179,201704_1179,0
1180,201704_1180,1
1181,201704_1181,1
1182,201704_1182,0
1183,201704_1183,0
1184,201704_1184,1
1185,201704_1185,1
1186,201704_1186,0
1187,201704_1187,1
1188,201704_1188,0
1189,201704_1189,1
1190,201704_1190,1
1191,201704_1191,1
1192,201704_1192,0
1193,201704_1193,0
1194,201704_1194,0
1195,201704_1195,0
1196,201704_1196,1
1197,201704_1197,1
1198,201704_1198,0
1199,201704_1199,1
1200,201704_1200,0
1201,201704_1201,1
1202,201704_1202,0
1203,201704_1203,1
1204,201704_1204,0
1205,201704_1205,1
1206,201704_1206,0
1207,201704_1207,1
1208,201704_1208,1
1209,201704_1209,0
1210,201704_1210,1
1211,201704_1211,1
1212,201704_1212,0
1213,201704_1213,1
1214,201704_1214,1
1215,201704_1215,0
1216,201704_1216,1
1217,201704_1217,0
1218,201704_1218,1
1219,201704_1219,1
1220,201704_1220,1
1221,201704_1221,0
1222,201704_1222,1
1223,201704_1223,1
1224,201704_1224,1
1225,201704_1225,1
1226,201704_1226,0
1227,201704_1227,1
1228,201704_1228,1
1229,201704_1229,0
1230,201704_1230,1
1231,201704_1231,0
1232,201704_1232,0
1233,201704_1233,1
1234,201704_1234,1
1235,201704_1235,1
1236,201704_1236,1
1237,201704_1237,0
1238,201704_1238,1
1239,201704_1239,1
1240,201704_1240,1
1241,201704_1241,0
1242,201704_1242,1
1243,201704_1243,1
1244,201704_1244,1
1245,201704_1245,1
1246,201704_1246,0
1247,201704_1247,0
1248,201704_1248,1
1249,201704_1249,1
1250,201704_1250,0
1251,201704_1251,1
1252,201704_1252,0
1253,201704_1253,1
1254,201704_1254,0
1255,201704_1255,1
1256,201704_1256,0
1257,201704_1257,0
1258,201704_1258,1
1259,201704_1259,1
1260,201704_1260,0
1261,201704_1261,1
1262,201704_1262,1
1263,201704_1263,1
1264,201704_1264,1
1265,201704_1265,1
1266,201704_1266,0
1267,201704_1267,1
1268,201704_1268,0
1269,201704_1269,1
1270,201704_1270,1
1271,201704_1271,1
1272,201704_1272,1
1273,201704_1273,0
1274,201704_1274,0
1275,201704_1275,0
1276,201704_1276,1
1277,201704_1277,0
1278,201704_1278,1
1279,201704_1279,1
1280,201704_1280,1
1281,201704_1281,0
1282,201704_1282,0
1283,201704_1283,0
1284,201704_1284,1
1285,201704_1285,1
1286,201704_1286,1
1287,201704_1287,1
1288,201704_1288,0
1289,201704_1289,1
1290,201704_1290,0
1291,201704_1291,0
1292,201704_1292,1
1293,201704_1293,1
1294,201704_1294,0
1295,201704_1295,1
1296,201704_1296,1
1297,201704_1297,1
1298,201704_1298,1
1299,201704_1299,1
1300,201704_1300,1
1301,201704_1301,1
1302,201704_1302,0
1303,201704_1303,0
1304,201704_1304,1
1305,201704_1305,1
1306,201704_1306,1
1307,201704_1307,1
1308,201704_1308,0
1309,201704_1309,0
1310,201704_1310,1
1311,201704_1311,0
1312,201704_1312,0
1313,201704_1313,0
1314,201704_1314,1
1315,201704_1315,0
1316,201704_1316,0
1317,201704_1317,1
1318,201704_1318,1
1319,201704_1319,1
1320,201704_1320,1
1321,201704_1321,1
1322,201704_1322,0
1323,201704_1323,0
1324,201704_1324,1
1325,201704_1325,0
1326,201704_1326,0
1327,201704_1327,0
1328,201704_1328,1
1329,201704_1329,1
1330,201704_1330,1
1331,201704_1331,1
1332,201704_1332,0
1333,201704_1333,1
1334,201704_1334,1
1335,201704_1335,0
1336,201704_1336,1
1337,201704_1337,1
1338,201704_1338,1
1339,201704_1339,1
1340,201704_1340,0
1341,201704_1341,1
1342,201704_1342,0
1343,201704_1343,1
1344,201704_1344,0
1345,201704_1345,1
1346,201704_1346,1
1347,201704_1347,1
1348,201704_1348,0
1349,201704_1349,1
1350,201704_1350,0
1351,201704_1351,1
1352,201704_1352,1
1353,201704_1353,1
1354,201704_1354,1
1355,201704_1355,1
1356,201704_1356,1
1357,201704_1357,1
1358,201704_1358,0
1359,201704_1359,1
1360,201704_1360,1
1361,201704_1361,1
1362,201704_1362,0
1363,201704_1363,1
1364,201704_1364,0
1365,201704_1365,1
1366,201704_1366,1
1367,201704_1367,0
1368,201704_1368,1
1369,201704_1369,0
1370,201704_1370,1
1371,201704_1371,1
1372,201704_1372,1
1373,201704_1373,1
1374,201704_1374,0
1375,201704_1375,0
1376,201704_1376,0
1377,201704_1377,1
1378,201704_1378,1
1379,201704_1379,0
1380,201704_1380,1
1381,201704_1381,0
1382,201704_1382,1
1383,201704_1383,1
1384,201704_1384,0
1385,201704_1385,0
1386,201704_1386,1
1387,201704_1387,1
1388,201704_1388,0
1389,201704_1389,1
1390,201704_1390,1
1391,201704_1391,1
1392,201704_1392,1
1393,201704_1393,0
1394,201704_1394,1
1395,201704_1395,0
1396,201704_1396,1
1397,201704_1397,0
1398,201704_1398,0
1399,201704_1399,1
1400,201704_1400,1
1401,201704_1401,1
1402,201704_1402,1
1403,201704_1403,1
1404,201704_1404,0
1405,201704_1405,1
1406,201704_1406,0
1407,201704_1407,0
1408,201704_1408,1
1409,201704_1409,1
1410,201704_1410,1
1411,201704_1411,1
1412,201704_1412,0
1413,201704_1413,0
1414,201704_1414,1
1415,201704_1415,0
1416,201704_1416,0
1417,201704_1417,0
1418,201704_1418,0
1419,201704_1419,1
1420,201704_1420,1
1421,201704_1421,1
1422,201704_1422,1
1423,201704_1423,1
1424,201704_1424,1
1425,201704_1425,0
1426,201704_1426,0
1427,201704_1427,0
1428,201704_1428,1
1429,201704_1429,0
1430,201704_1430,1
1431,201704_1431,1
1432,201704_1432,1
1433,201704_1433,1
1434,201704_1434,1
1435,201704_1435,1
1436,201704_1436,1
1437,201704_1437,1
1438,201704_1438,1
1439,201704_1439,0
1440,201704_1440,1
1441,201704_1441,1
1442,201704_1442,1
1443,201704_1443,0
1444,201704_1444,1
1445,201704_1445,1
1446,201704_1446,0
1447,201704_1447,1
1448,201704_1448,1
1449,201704_1449,1
1450,201704_1450,1
1451,201704_1451,1
